code_ucd	code_ucd_precedent	code_ucd_suivant	top_inscription	laboratoire	date_source_doc	type_source_doc	date_maj	libelle_long_ucd	conditionnement	observation	etat	rh	ph	pih	sp	ps	libelle_court_specialite	libelle_long_rcp	code_forme	libelle_forme	code_forme_complement	libelle_forme_complement	dosage	unite_dosage	voie_administration	code_atc	libelle_atc	code_ephmra	libelle_ephmra
9417658			0	FRESENIUS KABI FRANCE	2016-10-14	JO	2016-10-17	GEMCITABINE KABI 38 MG/ML	solution a diluer pour perfusion en flacon de 26,3 mL	Voir JO du 14/10/2016 pour indications therapeutiques remboursables	D	N	O	N	O	O	GEMCITABINE KBI 1000 MG SOL INJ	GEMCITABINE KABI 38 mg/mL, solution a diluer pour perfusion flacon 26,3 ml	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9417664			0	FRESENIUS KABI FRANCE	2016-10-14	JO	2016-10-17	GEMCITABINE KABI 38 MG/ML	solution a diluer pour perfusion en flacon de 5,26 mL	Voir JO du 14/10/2016 pour indications therapeutiques remboursables	D	N	O	N	O	O	GEMCITABINE KBI 200 MG SOL INJ PERF	GEMCITABINE KABI 38 mg/mL, solution a diluer pour perfusion flacon 5,26 ml	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9417670			0	FRESENIUS KABI FRANCE	2016-10-14	JO	2016-10-17	GEMCITABINE KABI 38 MG/ML	solution a diluer pour perfusion en flacon de 52,6 mL	Voir JO du 14/10/2016 pour indications therapeutiques remboursables	D	N	O	N	O	O	GEMCITABINE KBI 2000 MG SOL INJ PERF	GEMCITABINE KABI 38 mg/mL, solution a diluer pour perfusion flacon 52,6 ml	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9417894			0	CELL THERAPIES RESEARCH AND SE	2016-05-24	CNAMTS	2016-06-20	NEOFORDEX 40 MG	comprimes	NA	D	N	O	N	O	O	NEOFORDEX 40MG CPR	NEOFORDEX 40 mg, comprime	15	COMPRIME	330	COMPRIME	1.5000	MG	ORALE	H02AB02	DEXAMETHASONE	H02A2	CORTICOSTEROIDES ORAUX NON ASSOCIES
9417977			0	ARROW GENERIQUES	2018-11-13	JO	2018-11-19	LINEZOLIDE ARROW 600 MG	comprime pellicule	NA	D	N	O	N	N	N	LINEZOLIDE ARW 600 MG CPR	LINEZOLIDE ARROW 600 mg, comprime pellicule	15	COMPRIME	307	COMPRIME PELLICULE	1200.0000	MG	ORALE	J01XX08	LINEZOLIDE	J01X9	TOUS AUTRES ANTIBACTERIENS
9417983			0	ARROW GENERIQUES	2016-09-27	JO	2016-10-03	VORICONAZOLE ARROW 200 MG	poudre pour solution pour perfusion	NA	D	N	O	N	N	N	VORICONAZOLE ARW 200 MG PDR INJ	VORICONAZOLE ARROW 200 mg, poudre pour solution pour perfusion	44	POUDRE	322	LYOPHILISE(E) POUDRE POUR SOLUTION POUR				J02AC03	VORICONAZOLE	J02A	AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES
9418008			0	MSD FRANCE	2018-10-30	JO	2018-10-31	ZEPATIER 50 MG/100 MG	comprime pellicule	Voir JO du 06/01/2017 pour indications therapeutiques remboursables	D	N	O	N	N	O	ZEPATIER 50 MG/100 MG CPR	ZEPATIER 50 mg/100 mg, comprime pellicule	15	COMPRIME	307	COMPRIME PELLICULE				J05AP54	ELBASVIR ET GRAZOPREVIR	J05B1	MEDICAMENTS CONTRE L'HEPATITE VIRALE
9418072			0	GILEAD SCIENCES	2018-11-06	JO	2018-11-08	ODEFSEY 200 MG/25 MG/25 MG	CPR	NA	D	N	N	O	N	N	ODEFSEY 200MG/25MG/25MG CPR	ODEFSEY 200 mg/25 mg/25 mg, comprime pellicule	15	COMPRIME	307	COMPRIME PELLICULE				J05AR19	EMTRICITABINE, TENOFOVIR ALAFENAMIDE ET RILPIVIRINE	J05C9	AUTRES ANTIVIRAUX VIH
9418095			0	BAYER HEALTHCARE SAS	2017-04-14	JO	2017-07-27	KOVALTRY 1000 UI	Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable	Voir JO du 14/04/2017 pour indications therapeutiques remboursables.																			
9418103			0	BAYER HEALTHCARE SAS	2017-04-14	JO	2017-07-27	KOVALTRY 2000 UI	Flacon bio + seringue de 5 ml, poudre et solvant pour solution injectable	Voir JO du 14/04/2017 pour indications therapeutiques remboursables.																			
9418126			0	BAYER HEALTHCARE SAS	2017-04-14	JO	2017-07-27	KOVALTRY 250 UI	Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable	Voir JO du 14/04/2017 pour indications therapeutiques remboursables.																			
9418132			0	BAYER HEALTHCARE SAS	2017-04-14	JO	2017-07-27	KOVALTRY 3000 UI	Flacon bio + seringue de 5 ml, poudre et solvant pour solution injectable	Voir JO du 14/04/2017 pour indications therapeutiques remboursables.																			
9418149			0	BAYER HEALTHCARE SAS	2017-04-14	JO	2017-07-27	KOVALTRY 500 UI	Flacon bio + seringue de 2,5 ml, poudre et solvant pour solution injectable	Voir JO du 14/04/2017 pour indications therapeutiques remboursables.																			
9418184			0	CSL BEHRING SA	2017-08-31	JO	2017-09-04	IBLIAS 1000UI	INJ FL+FL +D+N	Voir JO du 31/08/2017 pour indications therapeutiques remboursables																			
9418190			0	CSL BEHRING SA	2017-08-31	JO	2017-09-04	IBLIAS 2000UI	INJ FL+FL +D+N	Voir JO du 31/08/2017 pour indications therapeutiques remboursables																			
9418209			0	CSL BEHRING SA	2017-08-31	JO	2017-09-04	IBLIAS 250UI	INJ FL+FL +D+N	Voir JO du 31/08/2017 pour indications therapeutiques remboursables																			
9418215			0	CSL BEHRING SA	2017-08-31	JO	2017-09-04	IBLIAS 3000UI	INJ FL+FL +D+N	Voir JO du 31/08/2017 pour indications therapeutiques remboursables																			
9418221			0	CSL BEHRING SA	2017-08-31	JO	2017-09-04	IBLIAS 500UI	INJ FL+FL +D+N	Voir JO du 31/08/2017 pour indications therapeutiques remboursables																			
9418356			0	SANDOZ	2016-10-06	JO	2016-10-10	VORICONAZOLE SANDOZ 200 MG	poudre pour solution pour perfusion	NA	D	N	O	N	N	N	VORICONAZOLE SDZ 200 MG PDR INJ	VORICONAZOLE SANDOZ 200 mg, poudre pour solution pour perfusion	44	POUDRE	322	LYOPHILISE(E) POUDRE POUR SOLUTION POUR				J02AC03	VORICONAZOLE	J02A	AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES
9418712			0	INDIVIOR FRANCE	2016-07-28	JO	2016-11-02	NALSCUE 0,9MG/0,1ML	SOLUTION POUR PULVERISATION NASALE EN RECIPIENT UNIDOSE	NA	D	N	N	N	N	N	NALSCUE 0,9 MG SOL NASALE UNIDOSE	NALSCUE 0,9 mg/0,1ml solution pour pulverisation nasale en recipient unidose	48	SOLUTION	361	SOLUTION POUR PULVERISATION NASALE				V03AB15	NALOXONE	N07F	MEDICAMENTS CONTRE LA DEPENDANCE OPIOIDE
9418735			0	ASTRAZENECA	2018-10-03	CNAMTS	2018-10-30	ZAVICEFTA 2 G/0,5 G	poudre pour solution a diluer pour perfusion	NA	D	N	O	N	N	N	ZAVICEFTA 2 G/0,5 G PDR INJ PER	ZAVICEFTA 2 g/0,5 g, poudre pour solution a diluer pour perfusion	44	POUDRE	312	POUDRE POUR SOLUTION INJECTABLE POUDRE P				J01DD52	CEFTAZIDIME ET INHIBITEUR DE BETA-LACTAMASE	J01D2	CEPHALOSPORINES INJECTABLES
9418741			0	PHARMA BLUE	2019-02-19	JO	2019-02-21	QIZENDAY 100MG	GELULE	NA	D	N	O	N	N	N	QIZENDAY 100 MG GELULE	QIZENDAY 100 MG GELULE	21	GELULE	328	NE PAS OUVRIR GELULE				A11HA05	BIOTINE	A11X9	TOUTES AUTRES VITAMINES, SEULES ET EN ASSOCIATION
9418787			0	BIOGEN FRANCE SAS	2018-02-20	JO	2018-02-26	FLIXABI 100MG	poudre pour solution a diluer pour perfusion	VOIR JO DU 18/10/2016 POUR INDICATION THERAPEUTIQUES REMBOURSABLES	D	O	N	N	N	N	FLIXABI 100MG PDR SOL INJ PERF	FLIXABI 100 mg, poudre pour solution a diluer pour perfusion	44	POUDRE	584	POUDRE PR SOL A DILUER POUR PERFUSION	3.7500	MG	INJECTABLE	L04AB02	INFLIXIMAB	L04B	MEDICAMENTS ANTI-TNF
9419060			0	FRESENIUS KABI FRANCE	2016-12-21	JO	2016-12-22	VORICONAZOLE FRESENIUS KABI 200 MG	poudre pour solution pour perfusion	NA	D	N	O	N	N	N	VORICONAZOLE FRK 200 MG PDR INJ	VORICONAZOLE FRESENIUS KABI 200 mg, poudre pour solution pour perfusion	44	POUDRE	322	LYOPHILISE(E) POUDRE POUR SOLUTION POUR				J02AC03	VORICONAZOLE	J02A	AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES
9419108			0	MYLAN SAS	2016-12-29	CNAMTS	2017-06-06	VORICONAZOLE MYLAN 200 MG	poudre pour solution pour perfusion	NA																			
9419278			0	ABBVIE	2018-06-05	CNAMTS	2018-07-13	VENETOCLAX ABBVIE 100 MG	comprime pellicule	NA	S	N	O	N	N	N	VENETOCLAX ABV 100 MG CPR	Venetoclax AbbVie 100 mg comprimes pellicules	15	COMPRIME	307	COMPRIME PELLICULE				L01XX52	VENETOCLAX	L01X9	AUTRES ANTINEOPLASIQUES
9419284			0	ABBVIE	2018-06-05	CNAMTS	2018-07-13	VENETOCLAX ABBVIE 10 MG	comprime pellicule	NA	S	N	O	N	N	N	VENETOCLAX ABV 10 MG CPR	Venetoclax AbbVie 10 mg comprimes pellicules	15	COMPRIME	307	COMPRIME PELLICULE				L01XX52	VENETOCLAX	L01X9	AUTRES ANTINEOPLASIQUES
9419290			0	ABBVIE	2018-06-05	CNAMTS	2018-07-13	VENETOCLAX ABBVIE 50 MG	comprime pellicule	NA	S	N	O	N	N	N	VENETOCLAX ABV 50 MG CPR	Venetoclax AbbVie 50 mg comprimes pellicules	15	COMPRIME	307	COMPRIME PELLICULE				L01XX52	VENETOCLAX	L01X9	AUTRES ANTINEOPLASIQUES
9419309			0	FRESENIUS KABI FRANCE	2017-02-08	JO	2017-02-09	PEMETREXED FRESENIUS KABI 100 MG	poudre pour solution a diluer pour perfusion en flacon	Voir JO du 08/02/2017 pour indications therapeutiques remboursables	D	N	O	N	O	O	PEMETREXED FRK 100 MG PDR INJ	PEMETREXED FRESENIUS KABI 100 mg, poudre pour solution a diluer pour perfusion	44	POUDRE	584	LYOPHILISE(E) POUDRE PR SOL A DILUER POU				L01BA04	PEMETREXED	L01B	ANTIMETABOLITES
9419315			0	FRESENIUS KABI FRANCE	2017-02-08	JO	2017-02-09	PEMETREXED FRESENIUS KABI 500 MG	poudre pour solution a diluer pour perfusion en flacon	Voir JO du 08/02/2017 pour indications therapeutiques remboursables	D	N	O	N	O	O	PEMETREXED FRK 500 MG PDR INJ	PEMETREXED FRESENIUS KABI 500 mg, poudre pour solution a diluer pour perfusion	44	POUDRE	584	LYOPHILISE(E) POUDRE PR SOL A DILUER POU				L01BA04	PEMETREXED	L01B	ANTIMETABOLITES
9419516			0	SWEDISH ORPHAN BIOVITRUM	2018-11-22	JO	2018-11-26	ORFADIN 20MG	GELU	NA	D	N	O	N	N	N	ORFADIN 20 MG GELULE	ORFADIN 20 mg, gelule	21	GELULE	64	ORAL(E)	20.0000	MG	ORALE	A16AX04	NITISINONE	A16A	AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME
9419522			0	SWEDISH ORPHAN BIOVITRUM	2017-06-14	JO	2017-06-20	ORFADIN 4MG/ML	BUV FL90ML	NA	D	N	O	N	N	N	ORFADIN 4 MG / ML SUSP BUV	ORFADIN 4 mg/ml, suspension buvable	50	SUSPENSION	284	SUSPENSION BUVABLE				A16AX04	NITISINONE	A16A	AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME
9419611			0	MYLAN SAS	2018-11-13	JO	2018-11-19	LINEZOLIDE MYLAN PHARMA 600 MG	comprime pellicule	NA	D	N	O	N	N	N	LINEZOLIDE MYP 600 MG CPR	LINEZOLIDE MYLAN PHARMA 600 mg, comprime pellicule	15	COMPRIME	307	COMPRIME PELLICULE	1200.0000	MG	ORALE	J01XX08	LINEZOLIDE	J01X9	TOUS AUTRES ANTIBACTERIENS
9419723			0	MSD FRANCE	2017-12-06	JO	2017-12-12	KEYTRUDA 25MG/ML	PERF FL4ML	Voir JO du 06/12/2017 pour indications therapeutiques remboursables	D	N	O	N	N	O	KEYTRUDA 100 MG SOL INJ PERF FL	KEYTRUDA 25 mg/mL, solution a diluer pour perfusion	44	POUDRE	584	POUDRE PR SOL A DILUER POUR PERFUSION				L01XC18	PEMBROLIZUMAB	L01G	ANTICORPS MONOCLONAUX ANTICANCEREUX
9419806			0	GILEAD SCIENCES	2018-11-10	JO	2018-11-12	EPCLUSA 400 MG/100 MG	comprime pellicule	Voir JO du 11/04/17 pour indications therapeutiques remboursables	D	N	O	N	N	O	EPCLUSA 400 MG/100MG CPR	EPCLUSA 400 mg/100 mg, comprime pellicule	15	COMPRIME	307	COMPRIME PELLICULE				J05AP55	SOFOSBUVIR ET VELPATASVIR	J05B1	MEDICAMENTS CONTRE L'HEPATITE VIRALE
9419947			0	OHRE PHARMA	2016-12-29	CNAMTS	2017-06-06	VORICONAZOLE OHRE PHARMA 200 MG	poudre pour solution pour perfusion	NA	D	N	O	N	N	N	VORICONAZOLE OHR 200 MG PDR INJ	VORICONAZOLE OHRE PHARMA 200 mg poudre pour solution pour perfusion	44	POUDRE	322	LYOPHILISE(E) POUDRE POUR SOLUTION POUR				J02AC03	VORICONAZOLE	J02A	AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES
9419976			0	TEVA SANTE	2017-06-29	JO	2017-07-04	VORICONAZOLE TVC 200MG	INJ FL	NA																			
9420005			0	IPSEN	2018-03-22	CNAMTS	2018-04-24	CABOMETYX 20 MG	comprime pellicule	NA	D	N	O	N	O	N	CABOMETYX 20 MG CPR	CABOMETYX 20 mg, comprime pellicule	15	COMPRIME	307	NE PAS ECRASER COMPRIME PELLICULE				L01XE26	CABOZANTINIB	L01H	INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES
9420011			0	IPSEN	2018-03-22	CNAMTS	2018-04-24	CABOMETYX 40 MG	comprime pellicule	NA	D	N	O	N	O	N	CABOMETYX 40 MG CPR	CABOMETYX 40 mg, comprime pellicule	15	COMPRIME	307	NE PAS ECRASER COMPRIME PELLICULE				L01XE26	CABOZANTINIB	L01H	INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES
9420028			0	IPSEN	2018-03-22	CNAMTS	2018-04-24	CABOMETYX 60 MG	comprime pellicule	NA	D	N	O	N	O	N	CABOMETYX 60 MG CPR	CABOMETYX 60 mg, comprime pellicule	15	COMPRIME	307	NE PAS ECRASER COMPRIME PELLICULE				L01XE26	CABOZANTINIB	L01H	INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES
9420399			0	MYLAN SAS	2018-12-14	JO	2018-12-17	MYSILDECARD 20 MG	comprime pellicule	NA	D	N	O	N	N	O	MYSILDECARD 20 MG CPR	MYSILDECARD 20 mg, comprime pellicule	15	COMPRIME	307	NE PAS ECRASER COMPRIME PELLICULE				C02KX	ANTIHYPERTENSEURS POUR HYPERTENSION ARTERIELLE PULMONAIRE	C06B2	MEDICAMENTS CONTRE L'HTAP INHIBITEURS DE LA PDE5
9420413			0	SWEDISH ORPHAN BIOVITRUM	2018-02-16	JO	2018-02-21	ALPROLIX 1000UI	INJ FL+SRG 1	Voir JO du 16/02/2018 pour indication therapeutique remboursable.	D	N	N	O	N	N	ALPROLIX 1000 UI PDR ET SOL INJ	ALPROLIX 1000 UI, poudre et solvant pour solution injectable	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD04	FACTEUR IX DE COAGULATION	B02D2	FACTEURS II, VII, IX ET X
9420436			0	SWEDISH ORPHAN BIOVITRUM	2018-02-16	JO	2018-02-21	ALPROLIX 2000UI	INJ FL+SRG 1	Voir JO du 16/02/2018 pour indication therapeutique remboursable.	D	N	N	O	N	N	ALPROLIX 2000 UI PDR ET SOL INJ	ALPROLIX 2000 UI, poudre et solvant pour solution injectable	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD04	FACTEUR IX DE COAGULATION	B02D2	FACTEURS II, VII, IX ET X
9420442			0	SWEDISH ORPHAN BIOVITRUM	2018-02-16	JO	2018-02-22	ALPROLIX 250UI	INJ FL+SRG 1	Voir JO du 16/02/2018 pour indication therapeutique remboursable.	D	N	N	O	N	N	ALPROLIX 250 UI PDR ET SOL INJ	ALPROLIX 250 UI, poudre et solvant pour solution injectable	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD04	FACTEUR IX DE COAGULATION	B02D2	FACTEURS II, VII, IX ET X
9420459			0	SWEDISH ORPHAN BIOVITRUM	2018-02-16	JO	2018-02-21	ALPROLIX 3000UI	INJ FL+SRG 1	Voir JO du 16/02/2018 pour indication therapeutique remboursable.	D	N	N	O	N	N	ALPROLIX 3000 UI PDR ET SOL INJ	ALPROLIX 3000 UI, poudre et solvant pour solution injectable	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD04	FACTEUR IX DE COAGULATION	B02D2	FACTEURS II, VII, IX ET X
9420465			0	SWEDISH ORPHAN BIOVITRUM	2018-02-16	JO	2018-02-22	ALPROLIX 500UI	INJ FL+SRG 1	Voir JO du 16/02/2018 pour indication therapeutique remboursable.	D	N	N	O	N	N	ALPROLIX 500 UI PDR ET SOL INJ	ALPROLIX 500 UI, poudre et solvant pour solution injectable	44	POUDRE	314	POUDRE ET SOLVANT POUR SOLUTION INJ				B02BD04	FACTEUR IX DE COAGULATION	B02D2	FACTEURS II, VII, IX ET X
9420494			0	NOVARTIS PHARMA SAS	2016-10-04	JO	2016-10-10	MIDOSTAURINE 25 MG	capsule molle	NA	S	N	N	N	N	N	MIDOSTAURINE 25MG CAPS	MIDOSTAURINE 25 mg, capsule molle	9	CAPSULE MOLLE	320	CAPSULE MOLLE				L01XE39	MIDOSTAURINE	L01H	INHIBITEURS DE PROTEINE-KINASE ANTINEOPLASIQUES
9420519			0	ACCORD HEALTHCARE FRANCE SAS	2017-03-03	JO	2017-03-06	CASPOFUNGINE ACCORD 50 MG	poudre pour solution a diluer pour perfusion	Voir JO du 03/03/17 pour indications therapeutiques remboursables																			
9420525			0	ACCORD HEALTHCARE FRANCE SAS	2017-03-03	JO	2017-03-06	CASPOFUNGINE ACCORD 70 MG	poudre pour solution a diluer pour perfusion	Voir JO du 03/03/2017 pour indications therapeutiques remboursables																			
9420531			0	OCTAPHARMA FRANCE	2018-05-17	JO	2018-05-18	PANZYGA 100MG/ML	INJ FL100ML	NA	D	N	O	N	N	N	PANZYGA 10 G SOL INJ FL 100 ML	PANZYGA 100 mg/mL, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9420548			0	OCTAPHARMA FRANCE	2018-05-17	JO	2018-05-18	PANZYGA 100MG/ML	INJ FL200ML	NA																			
9420554			0	OCTAPHARMA FRANCE	2018-05-17	JO	2018-05-18	PANZYGA 100MG/ML	INJ FL25ML	NA																			
9420560			0	OCTAPHARMA FRANCE	2018-05-17	JO	2018-05-18	PANZYGA 100MG/ML	INJ FL300ML	NA																			
9420577			0	OCTAPHARMA FRANCE	2018-05-17	JO	2018-05-18	PANZYGA 100MG/ML	INJ FL50ML	NA																			
9420732			0	AMGEN SAS	2018-07-18	JO	2018-07-19	KYPROLIS 10MG	PERF FL	Voir JO du 18/07/2018 pour indications therapeutiques remboursables	D	O	N	N	O	O	KYPROLIS 10MG PDR INJ FL	KYPROLIS 10 mg, poudre pour solution pour perfusion	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				L01XX45	CARFILZOMIB	L01X9	AUTRES ANTINEOPLASIQUES
9420749			0	AMGEN SAS	2018-07-18	JO	2018-07-19	KYPROLIS 30MG	PERF FL	Voir JO du 18/07/2018 pour indications therapeutiques remboursables	D	O	N	N	O	O	KYPROLIS 30MG PDR INJ FL	KYPROLIS 30 mg, poudre pour solution pour perfusion	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				L01XX45	CARFILZOMIB	L01X9	AUTRES ANTINEOPLASIQUES
9420755			0	ACCORD HEALTHCARE FRANCE SAS	2018-11-13	JO	2018-11-19	LINEZOLIDE ACCORD 600 MG	comprime pellicule	NA	D	N	O	N	N	N	LINEZOLIDE ACC 600 MG CPR	LINEZOLIDE ACCORD 600 mg, comprime pellicule	15	COMPRIME	307	COMPRIME PELLICULE	1200.0000	MG	ORALE	J01XX08	LINEZOLIDE	J01X9	TOUS AUTRES ANTIBACTERIENS
9420761			0	SERVIER	2016-12-16	CNAMTS	2017-01-09	LONSURF 15 MG/6,14 MG	comprime pellicule	NA	D	N	O	N	N	O	LONSURF 15MG/6,14MG CPR	LONSURF 15 mg/6,14 mg, comprime pellicule	15	COMPRIME	330	COMPRIME				L01BC59	TRIFLURIDINE EN ASSOCIATION	L01B	ANTIMETABOLITES
9420778			0	SERVIER	2016-12-16	CNAMTS	2017-01-09	LONSURF 20 MG/8,19 MG	comprime pellicule	NA	D	N	O	N	N	O	LONSURF 20MG/8,19MG CPR	LONSURF 20 mg/8,19 mg, comprime pellicule	15	COMPRIME	330	COMPRIME				L01BC59	TRIFLURIDINE EN ASSOCIATION	L01B	ANTIMETABOLITES
9420962			0	ABBVIE	2017-12-19	JO	2017-12-26	SYNAGIS 100MG/ML	FLACON DE 0.5ML, SOLUTION INJECTABLE	Voir JO du 13/10/2017 pour indications therapeutiques remboursables	D	N	N	N	N	N	SYNAGIS 50 MG SOL INJ FL 0.5ML	SYNAGIS 100 mg/ml, solution injectable	48	SOLUTION	295	SOLUTION INJECTABLE				J06BB16	PALIVIZUMAB	J06H9	AUTRES IMMUNOGLOBULINES ANTIVIRALES
9420979			0	ABBVIE	2017-12-19	JO	2017-12-26	SYNAGIS 100MG/ML	FLACON DE 1ML, SOLUTION INJECTABLE	Voir JO du 13/10/2017 pour indications therapeutiques remboursables	D	N	N	N	N	N	SYNAGIS 100 MG SOL INJ FL 1 ML	SYNAGIS 100 mg/ml, solution injectable	48	SOLUTION	295	SOLUTION INJECTABLE				J06BB16	PALIVIZUMAB	J06H9	AUTRES IMMUNOGLOBULINES ANTIVIRALES
9421223			0	UCB PHARMA SA	2017-12-28	JO	2018-01-02	CIMZIA 200MG	INJ STYLO1ML	Voir JO du 12/07/2017 pour indications therapeutiques remboursables	D	N	N	O	N	O	CIMZIA 200 MG SOL INJ STYLO 1ML	CIMZIA 200 mg solution injectable	48	SOLUTION	295	SOLUTION INJECTABLE	14.0000	MG	INJECTABLE	L04AB05	CERTOLIZUMAB PEGOL	L04B	MEDICAMENTS ANTI-TNF
9421269			0	TEVA SANTE	2017-10-31	JO	2017-11-06	BOSENTAN TVC 125MG	CPR	NA																			
9421275			0	TEVA SANTE	2017-10-31	JO	2017-11-06	BOSENTAN TVC 62,5MG	CPR	NA																			
9421536			0	MYLAN SAS	2017-08-08	JO	2017-08-16	BOSENTAN MYL 125MG	CPR	NA	D	N	O	N	O	O	BOSENTAN MYL 125 MG CPR	BOSENTAN MYLAN 125 mg, comprime pellicule	15	COMPRIME	307	NE PAS ECRASER COMPRIME PELLICULE ORAL(E				C02KX01	BOSENTAN	C02A3	AUTRES ANTIHYPERTENSEURS NON ASSOCIES
9421542			0	MYLAN SAS	2017-08-08	JO	2017-08-16	BOSENTAN MYL 62.5MG	CPR	NA	D	N	O	N	O	O	BOSENTAN MYL 62,5 MG CPR	BOSENTAN MYLAN 62,5 mg, comprime pellicule	15	COMPRIME	307	COMPRIME PELLICULE				C02KX01	BOSENTAN	C02A3	AUTRES ANTIHYPERTENSEURS NON ASSOCIES
9421766			0	GLAXOSMITHKLINE	2017-07-07	JO	2017-07-07	FLOLAN 1,5MG	INJ FV+FP	VOIR JO DU 07/07/2017 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES																			
9421884			0	GLAXOSMITHKLINE	2017-07-07	JO	2017-07-07	FLOLAN 0,5MG	INJ FV+FP	VOIR JO DU 07/07/2017 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES																			
9421890			0	OCTAPHARMA FRANCE	2018-05-17	JO	2018-05-18	PANZYGA 100MG/ML	INJ FL10ML	NA																			
9421909			0	ACCORD HEALTHCARE FRANCE SAS	2017-07-07	JO	2017-07-07	BOSENTAN ACC 125MG	CPR	NA	D	N	O	N	O	O	BOSENTAN ACC 125 MG CPR	BOSENTAN ACCORD 125 mg, comprime pellicule	15	COMPRIME	307	NE PAS ECRASER COMPRIME PELLICULE ORAL(E				C02KX01	BOSENTAN	C02A3	AUTRES ANTIHYPERTENSEURS NON ASSOCIES
9421915			0	ACCORD HEALTHCARE FRANCE SAS	2017-07-07	JO	2017-07-07	BOSENTAN ACC 62,5MG	CPR	NA	D	N	O	N	O	O	BOSENTAN ACC 62,5 MG CPR	BOSENTAN ACCORD 62,5 mg, comprime pellicule	15	COMPRIME	307	COMPRIME PELLICULE				C02KX01	BOSENTAN	C02A3	AUTRES ANTIHYPERTENSEURS NON ASSOCIES
9421944			0	NOVEX PHARMA	2016-11-30	JO	2016-12-06	OCALIVA 5 MG	comprimes pellicules	NA	D	N	O	N	O	O	OCALIVA 5 MG CPR PELL	OCALIVA 5 mg , comprimes pellicules	15	COMPRIME	307	COMPRIME PELLICULE				A05AA04	OBETICHOLIQUE ACIDE	A05A2	THERAPEUTIQUE DES CALCULS BILIAIRES
9422211			0	ARROW GENERIQUES	2017-08-08	JO	2017-08-16	BOSENTAN ARW 125MG	CPR	NA	D	N	O	N	O	O	BOSENTAN ARW 125 MG CPR	BOSENTAN ARROW 125 mg, comprime pellicule	15	COMPRIME	307	NE PAS ECRASER COMPRIME PELLICULE ORAL(E				C02KX01	BOSENTAN	C02A3	AUTRES ANTIHYPERTENSEURS NON ASSOCIES
9422228			0	ARROW GENERIQUES	2017-08-08	JO	2017-08-16	BOSENTAN ARW 62.5MG	CPR	NA	D	N	O	N	O	O	BOSENTAN ARW 62,5 MG CPR	BOSENTAN ARROW 62,5 mg, comprime pellicule	15	COMPRIME	307	COMPRIME PELLICULE				C02KX01	BOSENTAN	C02A3	AUTRES ANTIHYPERTENSEURS NON ASSOCIES
9422808			0	ABB VIE	2017-02-06	CNAMTS	2017-03-07	VENCLYXTO 100MG	comprime pellicule	NA	D	N	O	N	N	N	VENCLYXTO 100 MG CPR	VENCLYXTO 100 mg, comprimes pellicules	15	COMPRIME	307	COMPRIME PELLICULE				L01XX52	VENETOCLAX	L01X9	AUTRES ANTINEOPLASIQUES
9422814			0	ABB VIE	2017-02-06	CNAMTS	2017-03-07	VENCLYXTO 10 MG	comprime pellicule	NA	D	N	O	N	N	N	VENCLYXTO 10 MG CPR	Venclyxto 10 mg, comprimes pellicules	15	COMPRIME	307	COMPRIME PELLICULE				L01XX52	VENETOCLAX	L01X9	AUTRES ANTINEOPLASIQUES
